estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_67,La Pampa,Pampeana,VIRTUAL,-36.0000,-68.0000,679.0000,,3.6000,0.2633,6.7000,4.5292,3.1000,1.1927,54.3500,22.0893,0.1678,56.4730,46.0578,34.3837,7.7288,552.6940,1.9428,0.2161,4.4277,3.3477,2.4849,0.7235,40.1724,29.4573,0.2875,49.3734,29.0377,19.9161,8.3489,348.4527,16.7659,0.4179,23.1025,14.4831,6.3366,6.0531,173.7975,17.2736,0.2811,31.0227,22.2603,13.7491,6.2565,267.1241,13.8460,0.6358,15.0563,7.8151,1.2103,4.9691,93.7813,1405.9130,1316.8187,-23.0859,23.4498,14.4054,9.5507,12.9141,59.4498
estacion_virtual_68,La Pampa,Pampeana,VIRTUAL,-36.0000,-67.0000,270.0000,,7.4500,0.3918,10.0000,6.3917,2.5500,2.5044,76.7000,28.8166,0.2022,66.6379,52.0829,37.8213,10.5293,624.9954,2.0104,0.2176,4.5301,3.4485,2.5197,0.7502,41.3823,57.5699,0.4777,68.9284,39.9392,11.3585,19.0803,479.2700,18.6361,0.4043,26.0095,16.6599,7.3734,6.7354,199.9187,19.3315,0.2857,33.9819,24.4372,14.6504,6.9822,293.2460,15.7824,0.5782,17.9533,9.8423,2.1709,5.6904,118.1074,1405.9130,1316.8187,-23.0859,23.4498,14.4054,9.5507,12.9141,59.4498
estacion_virtual_69,La Pampa,Pampeana,VIRTUAL,-36.0000,-66.0000,275.0000,,8.7000,0.4333,11.0000,6.7167,2.3000,2.9100,80.6000,27.8600,0.1939,66.4122,52.3551,38.5522,10.1502,628.2617,1.7301,0.1664,4.5692,3.6513,2.8391,0.6077,43.8157,69.3747,0.5156,79.8708,48.1110,10.4961,24.8078,577.3315,18.3000,0.3983,25.6715,16.5673,7.3715,6.5984,198.8073,18.8912,0.2844,33.1098,23.8494,14.2186,6.7829,286.1922,15.5957,0.5649,17.8873,9.9655,2.2916,5.6291,119.5863,1405.9130,1316.8187,-23.0859,23.4498,14.4054,9.5507,12.9141,59.4498
estacion_virtual_7,Santa Cruz,Patagonia,VIRTUAL,-49.0000,-69.0000,19.0000,,2.0000,0.1527,5.8500,4.7542,3.8500,0.7260,57.0500,39.8582,0.2369,83.6992,61.8412,43.8410,14.6531,742.0942,0.6861,0.0436,5.2110,4.7840,4.5249,0.2086,57.4080,17.1412,0.2071,33.7229,23.5942,16.5817,4.8859,283.1308,15.2927,0.6829,15.4799,8.2046,0.1872,5.6028,98.4552,17.9196,0.4644,22.2541,14.1039,4.3345,6.5504,169.2471,11.2760,1.4150,8.4627,2.9034,-2.8133,4.1085,34.8412,1405.9130,1316.8187,-23.0859,23.4498,15.9151,8.0089,25.9141,72.4498
estacion_virtual_70,Mendoza,Cuyo,VIRTUAL,-35.0000,-67.0000,330.0000,,9.0500,0.5288,10.8000,6.1500,1.7500,3.2523,73.8000,26.4089,0.1864,65.0403,51.2453,38.6314,9.5528,614.9437,1.6847,0.1518,4.4096,3.4242,2.7249,0.5198,41.0898,73.0150,0.5933,81.7905,41.0971,8.7755,24.3839,493.1654,18.4085,0.3821,26.4411,17.4106,8.0326,6.6532,208.9272,18.4760,0.2667,34.0160,25.0613,15.5400,6.6827,300.7358,16.0609,0.5458,18.6611,10.5986,2.6002,5.7843,127.1830,1405.9130,1316.8187,-23.0859,23.4498,14.3154,9.6424,11.9141,58.4498
estacion_virtual_71,San Luis,Cuyo,VIRTUAL,-35.0000,-66.0000,344.0000,,10.8000,0.5303,12.6000,7.1125,1.8000,3.7717,85.3500,24.6425,0.1651,66.7275,53.8606,42.0850,8.8897,646.3266,1.4718,0.1230,4.4916,3.6183,3.0198,0.4450,43.4198,90.6136,0.6369,98.4153,51.2534,7.8017,32.6439,615.0410,17.7879,0.3785,25.6324,16.9388,7.8445,6.4116,203.2651,17.7965,0.2626,32.9332,24.3658,15.1367,6.3992,292.3896,15.6143,0.5455,18.0954,10.3016,2.4811,5.6191,123.6190,1405.9130,1316.8187,-23.0859,23.4498,14.3154,9.6424,11.9141,58.4498
estacion_virtual_72,Córdoba,Pampeana,VIRTUAL,-35.0000,-65.0000,303.0000,,10.2500,0.5094,12.4500,7.8792,2.2000,4.0138,94.5500,25.6497,0.1439,75.6060,61.9923,49.9563,8.9219,743.9072,1.2681,0.1056,4.5207,3.7597,3.2526,0.3971,45.1168,96.5159,0.5986,106.3903,62.2660,9.8744,37.2730,747.1925,17.3081,0.3834,24.7961,16.3224,7.4880,6.2587,195.8683,18.2307,0.2698,33.2219,24.3877,14.9912,6.5805,292.6522,14.6822,0.5568,16.8843,9.5543,2.2021,5.3199,114.6522,1405.9130,1316.8187,-23.0859,23.4498,14.3154,9.6424,11.9141,58.4498
estacion_virtual_73,Buenos Aires,Pampeana,VIRTUAL,-34.0000,-60.0000,46.0000,,6.5500,0.3029,10.8000,8.1500,4.2500,2.4683,97.8000,19.6496,0.0956,80.8163,72.2867,61.1667,6.9077,867.4409,1.0325,0.0893,4.5994,4.0701,3.5669,0.3633,48.8412,113.9412,0.4174,144.5829,95.0503,30.6417,39.6777,1140.6042,15.7381,0.3318,24.8052,16.8872,9.0671,5.6029,202.6463,16.3535,0.2442,31.9247,23.6790,15.5712,5.7831,284.1485,13.6747,0.4523,17.6882,10.7860,4.0135,4.8785,129.4319,1405.9130,1316.8187,-23.0859,23.4498,14.2278,9.7317,10.9141,57.4498
estacion_virtual_74,Mendoza,Cuyo,VIRTUAL,-33.0000,-70.0000,2710.0000,,3.6500,0.3793,5.7500,3.3917,2.1000,1.2866,40.7000,22.3850,0.1529,62.5493,49.0204,40.1643,7.4956,588.2454,2.2313,0.2220,4.5831,3.5628,2.3518,0.7911,42.7539,49.9443,0.7994,57.2158,21.1644,7.2715,16.9179,253.9724,15.5817,-3.4155,5.7885,-1.6167,-9.7932,5.5218,-19.4001,17.5319,1.2468,13.5100,5.0959,-4.0219,6.3537,61.1507,13.6536,-0.6944,-0.8395,-7.0035,-14.4931,4.8636,-84.0425,1405.9130,1316.8187,-23.0859,23.4498,14.1426,9.8185,9.9141,56.4498
estacion_virtual_75,San Juan,Cuyo,VIRTUAL,-32.0000,-70.0000,4603.0000,,3.6000,0.3336,5.3000,3.4875,1.7000,1.1633,41.8500,13.1541,0.0990,50.8697,43.4539,37.7156,4.3036,521.4463,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,29.1269,0.5536,37.4487,17.5800,8.3218,9.7321,210.9594,15.6452,3.7289,8.9653,1.4756,-6.6799,5.5025,17.7078,17.4510,0.6778,17.6546,9.3306,0.2036,6.3243,111.9670,13.0638,-0.8969,1.0469,-5.0033,-12.0169,4.4876,-60.0391,1405.9130,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498
estacion_virtual_76,San Luis,Cuyo,VIRTUAL,-32.0000,-67.0000,530.0000,,11.9000,0.7399,12.8500,5.9708,0.9500,4.4177,71.6500,24.3046,0.1841,63.4099,50.4401,39.1053,9.2847,605.2806,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,75.7416,0.8254,80.2038,35.1325,4.4622,28.9972,421.5898,17.7233,0.3261,28.1742,19.9284,10.4509,6.4978,239.1409,16.6324,0.2181,35.6806,27.9761,19.0482,6.1028,335.7127,16.4009,0.4677,20.5644,12.7959,4.1635,5.9842,153.5509,1405.9130,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498
estacion_virtual_77,Entre Ríos,NEA,VIRTUAL,-32.0000,-59.0000,62.0000,,5.0500,0.1982,10.5000,8.5542,5.4500,1.6951,102.6500,22.7888,0.1070,83.9654,73.6930,61.1766,7.8854,884.3158,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,111.2348,0.3213,158.1430,111.0646,46.9082,35.6902,1332.7751,15.3988,0.3009,26.0953,18.2221,10.6965,5.4838,218.6653,16.2324,0.2333,33.1970,24.8694,16.9646,5.8027,298.4332,13.4469,0.3906,19.1251,12.2345,5.6782,4.7787,146.8139,1405.9130,1316.8187,-23.0859,23.4498,14.0596,9.9031,8.9141,55.4498
estacion_virtual_78,San Juan,Cuyo,VIRTUAL,-31.0000,-70.0000,4770.0000,,2.2000,0.3756,3.0500,2.0750,0.8500,0.7794,24.9000,11.6852,0.1094,44.9320,39.6945,33.2468,4.3427,476.3339,1.6739,0.2049,3.6819,2.8991,2.0080,0.5941,34.7888,12.0690,0.4422,15.8911,9.6585,3.8221,4.2706,115.9019,14.2762,2.1546,9.5469,2.3508,-4.7293,5.0651,28.2098,16.2048,0.5709,18.3690,10.3918,2.1642,5.9324,124.7016,11.0980,-0.8580,1.1255,-4.4107,-9.9725,3.7842,-52.9283,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_79,Córdoba,Pampeana,VIRTUAL,-31.0000,-63.0000,165.0000,,11.0500,0.5753,12.7000,7.5375,1.6500,4.3365,90.4500,19.3319,0.1121,75.8441,65.1656,56.5122,7.3079,781.9867,0.9943,0.0824,4.5744,4.0025,3.5801,0.3299,48.0304,125.3126,0.7074,134.9631,70.2896,9.6505,49.7247,843.4755,15.8009,0.2975,26.7405,19.2735,10.9396,5.7341,231.2821,15.1456,0.2098,33.6122,26.5243,18.4666,5.5642,318.2916,14.8055,0.4113,20.0824,12.9433,5.2769,5.3230,155.3192,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_8,Santa Cruz,Patagonia,VIRTUAL,-48.0000,-72.0000,1115.0000,,5.0000,0.1866,11.2500,8.6417,6.2500,1.6121,103.7000,22.4739,0.1087,92.4053,80.4078,69.9314,8.7436,964.8942,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,22.4930,0.2026,48.4272,36.2773,25.9342,7.3487,435.3273,12.0060,1.9538,7.9951,2.2043,-4.0109,4.3067,26.4515,14.6526,0.7832,14.0179,6.8158,-0.6347,5.3380,81.7901,9.5740,-1.7239,2.4934,-1.9247,-7.0806,3.3181,-23.0969,1405.9130,1316.8187,-23.0859,23.4498,15.7673,8.1600,24.9141,71.4498
estacion_virtual_80,Córdoba,Pampeana,VIRTUAL,-31.0000,-62.0000,110.0000,,9.2000,0.4726,11.9500,7.8042,2.7500,3.6880,93.6500,18.7022,0.1039,77.1297,66.8568,58.4275,6.9486,802.2812,0.9943,0.0852,4.4726,3.9773,3.4783,0.3388,47.7271,118.1697,0.6098,132.7181,80.9826,14.5484,49.3831,971.7912,15.5736,0.2925,26.6152,18.9995,11.0416,5.5579,227.9938,15.4195,0.2121,33.7121,26.1686,18.2926,5.5508,314.0234,14.2749,0.3981,19.7766,12.7467,5.5017,5.0741,152.9606,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_81,Entre Ríos,NEA,VIRTUAL,-31.0000,-59.0000,56.0000,,5.3000,0.2111,11.1500,8.8542,5.8500,1.8691,106.2500,23.2199,0.1054,84.6965,73.9967,61.4766,7.7982,887.9606,1.1149,0.0789,4.5701,4.0596,3.4552,0.3204,48.7150,118.8142,0.3330,165.4277,119.0765,46.6135,39.6481,1428.9185,15.2173,0.2874,26.5997,18.8404,11.3824,5.4156,226.0851,15.9409,0.2236,33.7299,25.6214,17.7890,5.7286,307.4566,13.4726,0.3730,19.7438,12.8393,6.2712,4.7892,154.0720,1405.9130,1316.8187,-23.0859,23.4498,13.9786,9.9856,7.9141,54.4498
estacion_virtual_82,Córdoba,Pampeana,VIRTUAL,-30.0000,-65.0000,730.0000,,11.7500,0.6835,12.7500,6.7333,1.0000,4.6021,80.8000,22.0161,0.1528,67.3377,55.6477,45.3216,8.5022,667.7722,1.3596,0.1029,4.8115,4.1950,3.4519,0.4316,50.3402,108.5063,0.8033,114.3965,49.0057,5.8902,39.3649,588.0690,15.9149,0.2697,28.8274,21.5967,12.9125,5.8241,259.1609,15.6563,0.2060,35.2762,28.1358,19.6199,5.7970,337.6294,14.8266,0.3447,22.3984,15.6479,7.5718,5.3940,187.7743,1405.9130,1316.8187,-23.0859,23.4498,13.8995,10.0662,6.9141,53.4498
estacion_virtual_83,Corrientes,NEA,VIRTUAL,-30.0000,-59.0000,70.0000,,5.8500,0.2214,11.6500,9.2500,5.8000,2.0481,111.0000,20.7521,0.0959,84.7271,73.8003,63.9750,7.0747,885.6042,1.0032,0.0734,4.5947,4.0808,3.5915,0.2994,48.9694,119.3117,0.3711,164.3880,116.0747,45.0763,43.0777,1392.8960,14.4093,0.2652,26.6559,19.5292,12.2466,5.1786,234.3500,15.4015,0.2100,34.4223,26.9031,19.0208,5.6504,322.8373,12.8010,0.3408,19.7954,13.4060,6.9944,4.5686,160.8714,1405.9130,1316.8187,-23.0859,23.4498,13.8995,10.0662,6.9141,53.4498
estacion_virtual_84,San Juan,Cuyo,VIRTUAL,-29.0000,-69.0000,2497.0000,,6.7000,0.6979,7.6000,3.4708,0.9000,2.4223,41.6500,30.9976,0.3120,54.6727,36.8062,23.6751,11.4836,441.6748,1.0055,0.1397,3.0075,2.4741,2.0020,0.3457,29.6892,56.3930,0.8314,59.5629,23.6929,3.1699,19.6974,284.3145,11.2635,0.4101,15.5741,10.2444,4.3106,4.2014,122.9322,9.9623,0.1907,23.5386,19.1865,13.5763,3.6582,230.2376,10.3882,1.3272,8.4280,2.8312,-1.9602,3.7575,33.9749,1405.9130,1316.8187,-23.0859,23.4498,13.8222,10.1450,5.9141,52.4498
estacion_virtual_85,Santiago del Estero,NOA,VIRTUAL,-29.0000,-63.0000,77.0000,,10.0000,0.5904,11.4500,6.8083,1.4500,4.0199,81.7000,22.6617,0.1429,69.6595,58.1006,46.9978,8.3047,697.2068,1.5289,0.1268,4.7174,4.0759,3.1885,0.5169,48.9112,110.7335,0.7382,117.2950,61.8998,6.5615,45.6920,742.7973,14.9106,0.2537,28.3685,21.5250,13.4579,5.4600,258.3005,14.0324,0.1808,35.4597,29.0805,21.4273,5.2566,348.9664,14.4541,0.3508,21.5910,14.8578,7.1369,5.2120,178.2939,1405.9130,1316.8187,-23.0859,23.4498,13.8222,10.1450,5.9141,52.4498
estacion_virtual_86,Santa Fe,Pampeana,VIRTUAL,-29.0000,-61.0000,55.0000,,8.0500,0.4000,10.6500,7.6208,2.6000,3.0480,91.4500,18.5735,0.1014,78.3511,67.5748,59.7776,6.8553,810.8971,1.1076,0.0744,4.6358,4.0465,3.5282,0.3009,48.5578,144.2381,0.5852,159.5210,90.3266,15.2829,52.8554,1083.9190,14.1937,0.2491,27.3967,20.6972,13.2030,5.1549,248.3661,14.3909,0.1876,34.9894,28.2915,20.5985,5.3081,339.4975,13.3244,0.3308,20.7668,14.4304,7.4424,4.7735,173.1647,1405.9130,1316.8187,-23.0859,23.4498,13.8222,10.1450,5.9141,52.4498
estacion_virtual_87,Corrientes,NEA,VIRTUAL,-29.0000,-58.0000,89.0000,,5.8000,0.2246,11.9000,9.6083,6.1000,2.1583,115.3000,18.6733,0.0864,84.8073,74.4029,66.1340,6.4255,892.8343,0.8745,0.0701,4.7582,4.1972,3.8837,0.2943,50.3669,119.7804,0.3856,165.2127,114.6995,45.4323,44.2230,1376.3936,13.7249,0.2446,26.8684,20.2103,13.1435,4.9444,242.5233,14.2199,0.1921,33.9025,27.1262,19.6826,5.2097,325.5146,12.6004,0.3132,20.5701,14.3372,7.9697,4.4899,172.0466,1405.9130,1316.8187,-23.0859,23.4498,13.8222,10.1450,5.9141,52.4498
estacion_virtual_88,La Rioja,NOA,VIRTUAL,-28.0000,-69.0000,3240.0000,,5.8500,0.7341,6.5500,3.1500,0.7000,2.3124,37.8000,21.7887,0.1967,48.3268,36.5302,26.5381,7.1842,438.3622,1.6599,0.2084,3.7730,2.8386,2.1131,0.5916,34.0626,40.5757,0.8305,43.2033,17.6124,2.6276,14.6276,211.3484,12.3191,-2.4437,4.2565,-1.7928,-8.0626,4.3811,-21.5133,14.0234,0.8047,13.3311,6.4759,-0.6923,5.2112,77.7106,9.2367,-0.3812,-4.1714,-8.4484,-13.4081,3.2204,-101.3811,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_89,Santiago del Estero,NOA,VIRTUAL,-28.0000,-63.0000,94.0000,,11.2500,0.6149,12.3500,6.9917,1.1000,4.2991,83.9000,24.1040,0.1487,67.3384,56.2342,43.2344,8.3604,674.8100,1.5712,0.1201,4.9838,4.3388,3.4126,0.5209,52.0652,119.8148,0.7773,123.1774,58.6886,3.3626,45.6198,704.2635,14.0914,0.2324,28.7621,22.5267,14.6707,5.2354,270.3200,13.0052,0.1636,35.8024,30.1310,22.7972,4.9290,361.5725,14.1209,0.3257,22.1238,15.7740,8.0029,5.1374,189.2876,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_9,Santa Cruz,Patagonia,VIRTUAL,-48.0000,-71.0000,578.0000,,3.9500,0.2332,7.9000,5.9208,3.9500,1.3806,71.0500,29.4843,0.1509,89.9418,74.0652,60.4575,11.1734,888.7829,0.8394,0.0591,5.0185,4.6781,4.1791,0.2765,56.1368,19.8225,0.2360,35.6379,25.7788,15.8154,6.0831,309.3456,13.0584,1.1935,10.1611,3.9815,-2.8973,4.7517,47.7776,16.1753,0.6294,17.0057,9.4086,0.8304,5.9217,112.9029,9.7882,-4.1782,3.7253,-0.8152,-6.0629,3.4063,-9.7829,1405.9130,1316.8187,-23.0859,23.4498,15.7673,8.1600,24.9141,71.4498
estacion_virtual_90,Santiago del Estero,NOA,VIRTUAL,-28.0000,-62.0000,81.0000,,10.8000,0.4769,13.0000,8.3958,2.2000,4.0037,100.7500,21.9266,0.1227,73.0085,61.7665,51.0819,7.5759,741.1985,1.3385,0.1038,4.7417,4.2527,3.4032,0.4415,51.0321,123.3157,0.6492,132.4391,72.2707,9.1234,46.9209,867.2479,13.8231,0.2328,28.2437,21.9075,14.4206,5.0994,262.8894,13.0082,0.1681,35.0151,29.1970,22.0069,4.9086,350.3643,13.6092,0.3172,21.8486,15.5134,8.2394,4.9202,186.1606,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_91,Santa Fe,Pampeana,VIRTUAL,-28.0000,-61.0000,62.0000,,9.1500,0.4058,12.0000,8.3750,2.8500,3.3988,100.5000,20.4602,0.1094,76.6462,65.5656,56.1860,7.1737,786.7875,1.4401,0.1089,4.6990,4.1186,3.2589,0.4486,49.4238,127.5996,0.5857,142.4618,85.4603,14.8622,50.0544,1025.5240,13.8294,0.2351,27.9692,21.5657,14.1398,5.0696,258.7885,13.2611,0.1716,34.9347,28.9721,21.6736,4.9719,347.6649,13.4744,0.3193,21.5140,15.1743,8.0396,4.8449,182.0919,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_92,Chaco,NEA,VIRTUAL,-28.0000,-60.0000,55.0000,,8.2500,0.3603,11.9000,8.5958,3.6500,3.0974,103.1500,17.2976,0.0879,81.0089,70.7445,63.7113,6.2167,848.9339,1.1833,0.0781,4.7175,4.0884,3.5342,0.3193,49.0611,153.5033,0.5143,177.8233,105.3764,24.3200,54.1912,1264.5172,13.4353,0.2306,27.4181,21.1315,13.9828,4.8727,253.5777,13.4947,0.1745,35.0912,28.8841,21.5965,5.0415,346.6089,12.7011,0.3061,20.8223,14.8212,8.1212,4.5362,177.8546,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_93,Corrientes,NEA,VIRTUAL,-28.0000,-57.0000,67.0000,,5.0500,0.1679,13.0000,10.6542,7.9500,1.7884,127.8500,17.8626,0.0835,85.8658,76.1164,68.0032,6.3540,913.3965,0.7090,0.0589,4.6459,4.2201,3.9369,0.2486,50.6410,131.3506,0.3100,203.0264,135.7035,71.6758,42.0616,1628.4414,13.3485,0.2289,27.5166,21.1528,14.1681,4.8421,253.8337,13.3518,0.1813,33.2949,27.1480,19.9431,4.9223,325.7759,12.5209,0.2869,21.8040,15.6462,9.2831,4.4892,187.7547,1405.9130,1316.8187,-23.0859,23.4498,13.7466,10.2220,4.9141,51.4498
estacion_virtual_94,Catamarca,NOA,VIRTUAL,-27.0000,-68.0000,3024.0000,,9.7000,0.7420,10.5500,5.1292,0.8500,3.8060,61.5500,28.7980,0.2921,52.2792,35.0116,23.4812,10.2255,420.1390,1.5508,0.1791,3.5273,2.4843,1.9765,0.4449,29.8121,45.6790,0.8352,48.4135,21.0316,2.7345,17.5649,252.3796,11.1873,4.7887,6.1060,0.8451,-5.0813,4.0472,10.1418,12.0998,0.4842,15.0839,9.6710,2.9841,4.6825,116.0517,9.0982,-0.4707,-1.9343,-6.2654,-11.0325,2.9493,-75.1846,1405.9130,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498
estacion_virtual_95,Catamarca,NOA,VIRTUAL,-27.0000,-67.0000,1063.0000,,12.3000,0.6794,13.1000,6.7000,0.8000,4.5522,80.4000,38.8626,0.3050,68.9490,48.0225,30.0864,14.6445,576.2697,1.9672,0.2542,3.8293,2.4727,1.8621,0.6286,29.6728,129.6683,0.8694,133.7257,54.9898,4.0574,47.8075,659.8777,9.6360,0.4020,13.5681,9.1885,3.9321,3.6933,110.2618,7.7737,0.1575,21.5767,18.3942,13.8030,2.8971,220.7304,10.0017,1.9812,7.3453,1.9198,-2.6564,3.8035,23.0380,1405.9130,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498
estacion_virtual_96,Santiago del Estero,NOA,VIRTUAL,-27.0000,-63.0000,125.0000,,11.7500,0.6178,12.7000,7.2167,0.9500,4.4587,86.6000,26.2838,0.1584,68.0797,56.6994,41.7959,8.9835,680.3929,1.7773,0.1325,4.9883,4.3447,3.2110,0.5757,52.1365,131.7786,0.7934,134.9382,62.9156,3.1596,49.9200,754.9868,13.0555,0.2135,28.6289,23.0068,15.5734,4.9110,276.0813,11.9133,0.1500,35.5489,30.5893,23.6356,4.5892,367.0712,13.3772,0.3003,22.1386,16.2700,8.7614,4.8861,195.2402,1405.9130,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498
estacion_virtual_97,Santiago del Estero,NOA,VIRTUAL,-27.0000,-62.0000,82.0000,,10.1000,0.5041,12.1000,7.5708,2.0000,3.8168,90.8500,23.0704,0.1269,71.6077,60.3805,48.5373,7.6596,724.5657,1.6410,0.1263,4.9632,4.3509,3.3222,0.5496,52.2113,124.0153,0.6386,135.0118,74.7126,10.9965,47.7109,896.5506,13.1644,0.2177,28.4699,22.5319,15.3055,4.9053,270.3833,12.1683,0.1564,35.0468,29.7390,22.8785,4.6498,356.8679,13.2232,0.2978,22.2265,16.1785,9.0033,4.8176,194.1425,1405.9130,1316.8187,-23.0859,23.4498,13.6725,10.2975,3.9141,50.4498
estacion_virtual_98,Catamarca,NOA,VIRTUAL,-26.0000,-68.0000,4806.0000,,11.2000,0.8956,11.7000,4.9375,0.5000,4.4222,59.2500,20.7900,0.2359,42.7096,30.8302,21.9196,7.2721,369.9625,1.1945,0.2063,2.9409,2.2710,1.7464,0.4684,27.2515,40.0118,0.9229,41.9888,16.6328,1.9770,15.3509,199.5931,11.7087,1.4293,8.8501,2.9586,-2.8586,4.2288,35.5029,12.9199,0.3874,18.6543,12.7113,5.7344,4.9245,152.5359,9.0194,-0.5912,-0.2071,-4.8924,-9.2265,2.8922,-58.7094,1405.9130,1316.8187,-23.0859,23.4498,13.5999,10.3715,2.9141,49.4498
estacion_virtual_99,Catamarca,NOA,VIRTUAL,-26.0000,-67.0000,3331.0000,,16.0500,0.7613,16.9000,8.2042,0.8500,6.2461,98.4500,33.9926,0.2551,65.8547,46.9727,31.8621,11.9838,563.6729,1.7445,0.2257,3.5697,2.4558,1.8252,0.5543,29.4691,169.7360,0.9808,172.6171,64.1430,2.8811,62.9141,769.7158,10.5278,2.1292,6.6925,1.8396,-3.8353,3.9169,22.0754,10.8180,0.3984,15.1180,10.3102,4.3000,4.1071,123.7221,9.5339,-0.6363,-0.3282,-4.9941,-9.8621,3.1778,-59.9288,1405.9130,1316.8187,-23.0859,23.4498,13.5999,10.3715,2.9141,49.4498
ezeiza_aero,BUENOS AIRES,Pampeana,SAEZ,-34.8167,-58.5333,20.0000,87576.0000,3.0000,0.1691,7.5000,5.7917,4.5000,0.9793,69.5000,15.6000,0.0712,79.7000,72.6667,64.1000,5.1713,872.0000,1.1000,0.1104,4.5000,3.9000,3.4000,0.4306,46.8000,60.1000,0.2648,108.5000,84.5750,48.4000,22.3961,1014.9000,14.3000,0.2977,24.1000,17.0417,9.8000,5.0726,204.5000,15.3000,0.2372,30.3000,22.7083,15.0000,5.3868,272.5000,12.7000,0.3918,17.9000,11.5417,5.2000,4.5220,138.5000,1405.9130,1316.8187,-23.0859,23.4498,14.2991,9.6590,11.7308,58.2665
formosa_aero,FORMOSA,NEA,SARF,-26.2000,-58.2167,60.0000,87162.0000,4.9000,0.2638,8.3000,6.3333,3.4000,1.6708,76.0000,11.9000,0.0562,81.2000,74.5083,69.3000,4.1895,894.1000,1.0000,0.0671,4.5000,3.9333,3.5000,0.2640,47.2000,143.6000,0.4386,178.4000,117.2083,34.8000,51.4051,1406.5000,11.3000,0.1802,27.7000,22.4500,16.4000,4.0455,269.4000,11.4000,0.1422,34.1000,28.6167,22.7000,4.0691,343.4000,11.0000,0.2250,22.5000,17.3750,11.5000,3.9099,208.5000,1405.9130,1316.8187,-23.0859,23.4498,13.6143,10.3568,3.1141,49.6498
